term	pos	category	emotion
surprise	VERB	Surprise	Ambiguous
astonishingly	ADV	Surprise	Ambiguous
amazingly	ADV	Surprise	Ambiguous
surprisingly	ADV	Surprise	Ambiguous
surprising	ADJ	Surprise	Ambiguous
surprise	NOUN	Surprise	Ambiguous
surprised	ADJ	Surprise	Ambiguous
electricity	NOUN	Agitation	Ambiguous
electrifying	ADJ	Agitation	Ambiguous
thrilling	ADJ	Agitation	Ambiguous
inflame	VERB	Agitation	Ambiguous
ignite	VERB	Agitation	Ambiguous
heat	VERB	Agitation	Ambiguous
touch	VERB	Agitation	Ambiguous
stir	VERB	Agitation	Ambiguous
shake	VERB	Agitation	Ambiguous
excite	VERB	Agitation	Ambiguous
stimulate	VERB	Agitation	Ambiguous
stir	NOUN	Agitation	Ambiguous
instigate	VERB	Agitation	Ambiguous
incite	VERB	Agitation	Ambiguous
sensationally	ADV	Agitation	Ambiguous
sensational	ADJ	Agitation	Ambiguous
sensationalistic	ADJ	Agitation	Ambiguous
yellow	ADJ	Agitation	Ambiguous
scandalmongering	ADJ	Agitation	Ambiguous
sensation	NOUN	Agitation	Ambiguous
unrest	NOUN	Agitation	Ambiguous
tumult	NOUN	Agitation	Ambiguous
turmoil	NOUN	Agitation	Ambiguous
agitation	NOUN	Agitation	Ambiguous
agitated	ADJ	Agitation	Ambiguous
agitate	VERB	Agitation	Ambiguous
foment	VERB	Agitation	Ambiguous
reverentially	ADV	Fear	Ambiguous
reverently	ADV	Fear	Ambiguous
idolize	VERB	Fear	Ambiguous
revere	VERB	Fear	Ambiguous
hero-worship	VERB	Fear	Ambiguous
worship	VERB	Fear	Ambiguous
veneration	NOUN	Fear	Ambiguous
awe	NOUN	Fear	Ambiguous
reverence	NOUN	Fear	Ambiguous
venerate	VERB	Fear	Ambiguous
reverence	VERB	Fear	Ambiguous
fear	VERB	Fear	Ambiguous
reverent	ADJ	Fear	Ambiguous
wistful	ADJ	Pensiveness	Ambiguous
pensive	ADJ	Pensiveness	Ambiguous
brooding	NOUN	Pensiveness	Ambiguous
pensiveness	NOUN	Pensiveness	Ambiguous
contemplative	ADJ	Pensiveness	Ambiguous
reflective	ADJ	Pensiveness	Ambiguous
broody	ADJ	Pensiveness	Ambiguous
brooding	ADJ	Pensiveness	Ambiguous
ruminative	ADJ	Pensiveness	Ambiguous
musing	ADJ	Pensiveness	Ambiguous
meditative	ADJ	Pensiveness	Ambiguous
pondering	ADJ	Pensiveness	Ambiguous
pensively	ADV	Pensiveness	Ambiguous
hopeful	ADJ	Expectation	Ambiguous
hopefully	ADV	Expectation	Ambiguous
desire	VERB	Expectation	Ambiguous
hope	VERB	Expectation	Ambiguous
trust	VERB	Expectation	Ambiguous
hope	NOUN	Expectation	Ambiguous
fever	NOUN	Expectation	Ambiguous
feverishly	ADV	Expectation	Ambiguous
fevered	ADJ	Expectation	Ambiguous
hectic	ADJ	Expectation	Ambiguous
feverish	ADJ	Expectation	Ambiguous
expectant	ADJ	Expectation	Ambiguous
anticipant	ADJ	Expectation	Ambiguous
anticipative	ADJ	Expectation	Ambiguous
expectation	NOUN	Expectation	Ambiguous
anticipate	VERB	Expectation	Ambiguous
expect	VERB	Expectation	Ambiguous
expectantly	ADV	Expectation	Ambiguous
